Date,Mag.,SN Position,Type
2012 12 23,19.0,07 16 55.48 +51 45 47.6,Ia
2012 12 10,16.4,06 56 42.91 +48 54 10.3,Ia
2012 12 21,16.6,21 14 22.87 +15 14 40.7,Ia
2012 12 20,18.3,11 17 30.29 +51 24 07.4,Ia
2012 12 23,18.0,02 24 22.35 +40 51 03.2,Ia
2012 12 20,17.2,04 42 41.14 +18 34 59.7,Ia
2012 12 22,17.4,03 13 53.71 +33 58 03.7,Ia
2012 12 20,16.0,15 03 54.87 +42 06 55.3,Ib/c
2012 12 12,17.4,10 35 48.24 +39 00 27.9,Ia
2012 12 10,17.6,06 43 41.89 +52 12 33.7,Ia
2012 11 11,16.5,13 01 23.41 -30 56 29.2,Ia
2012 12 04,16.5,05 01 29.88 -13 43 46.4,Ia
2012 12 11,17.5,09 41 38.02 +48 40 25.5,IIP
2012 12 16,16.1,12 47 29.30 -43 19 44.3,IIP
2012 12 11,17.4,23 01 29.36 +06 53 38.1,Ia
2012 12 18,18.6,10 53 22.75 +16 46 34.9,Ia
2012 12 15,14.5,09 49 14.71 -47 54 45.6,II
2012 12 16,14.8,06 21 38.46 -59 42 50.6,Ia
2012 12 07,18.6,02 07 30.50 +44 06 19.2,Ia
2012 12 09,16.2,03 54 17.33 +36 30 38.7,Ia
2012 12 06,15.6,22 40 17.02 -02 25 34.1,IIP
2012 04 04,16.5,06 42 42.55 -27 26 49.8,I-p
2012 12 07,17.8,02 33 23.32 +39 40 16.9,Ia
2012 12 04,17.4,00 50 17.76 +24 31 52.2,Ia
2012 11 20,16.7,10 41 15.34 +37 33 21.8,IIn
2012 12 04,17.7,11 07 19.19 +46 22 46.2,Ia
2012 12 02,17.7,08 39 42.02 +60 58 16.0,II
2012 11 22,17.5,02 42 39.62 +39 31 55.5,Ia
2012 11 25,18.0,07 07 25.60 +56 18 19.2,Ia
2012 11 22,17.2,10 56 57.46 -14 17 37.8,Ic
2012 11 22,18.2,05 00 50.07 -38 39 11.4,Ia
2012 11 20,16.4,01 14 07.46 -32 39 07.7,Ia
2012 11 10,14.1,02 32 40.96 -39 17 56.2,II
2012 11 04,17.5,09 02 05.46 -64 54 19.7,II
2012 11 20,16.0,13 00 36.10 +27 34 24.6,Ia
2012 11 20,17.2,02 50 17.61 +32 24 39.9,Ia
2012 11 15,18.2,07 56 35.55 +39 54 07.2,Ia
2012 11 18,14.5,00 38 01.75 -13 51 39.5,Ia
2012 10 06,14.8,10 10 09.15 -38 08 15.1,Ia
2012 11 10,23.3,03 31 37.09 -27 21 18.0,Ia
2012 10 25,23.3,03 52 40.68 -27 26 19.3,Ic
2012 10 25,23.3,03 33 08.76 -28 05 04.2,Ia
2012 10 25,22.5,03 33 38.18 -27 20 20.8,Ia
2012 11 12,18.0,03 38 55.64 +16 49 43.5,IIP
2012 11 14,17.7,02 52 46.01 +46 55 52.3,II
2012 10 10,17.4,06 20 06.24 -64 57 08.5,Ia
2012 11 14,17.0,22 41 51.83 +34 58 07.4,Ia
2012 11 11,16.7,09 24 01.76 +68 33 43.3,II
2012 11 19,15.7,23 17 37.03 +14 00 08.9,Ia
2012 10 29,16.1,10 12 50.32 +12 40 56.7,Ia
2012 11 13,18.0,05 22 41.50 -39 03 44.3,IIP
2012 11 12,17.4,19 07 00.73 +29 00 16.6,II
2012 11 09,17.6,22 08 52.44 +40 20 24.0,Ic
2012 10 26,18.0,16 46 52.49 +56 51 05.4,Ic
2012 10 27,17.7,04 36 11.05 -05 04 53.1,II
2012 10 30,16.8,21 45 09.63 +10 06 12.6,II
2012 10 25,16.5,13 14 47.05 +54 05 05.5,Ia
2012 10 23,16.9,01 51 47.70 +21 16 20.6,Ia
2012 11 05,17.4,22 30 50.42 -14 11 16.3,II
2012 10 31,16.4,22 15 42.84 +37 14 38.0,Ia
2012 04 22,17.8,20 52 25.10 -05 46 15.6,II
2012 06 27,14.5,20 03 24.84 -55 57 19.2,Ia
2012 08 12,17.2,19 37 15.72 -42 18 27.1,IIP
2012 08 22,17.2,02 55 41.20 -27 25 27.6,Ia
2012 08 19,15.3,21 01 58.99 -48 16 25.9,Ia
2012 06 20,19.6,19 06 51.57 -61 42 17.9,Ia
2012 08 27,17.5,04 37 19.13 -69 08 25.4,Ia
2012 09 22,17.3,20 31 33.45 -44 09 17.3,II
2012 10 07,16.5,00 37 39.38 +10 21 29.0,IIP
2012 10 27,15.6,03 33 35.99 -36 07 37.7,Ia
2012 10 07,22.6,03 32 32.90 -27 51 21.1,Ia
2012 10 07,23.2,03 32 43.20 -27 10 33.3,IIn
2012 10 07,22.0,03 31 38.46 -27 13 51.9,II
2012 10 07,21.6,03 35 28.28 -27 36 21.6,Ic
2012 10 21,16.7,06 56 13.39 +84 04 50.2,Ia
2012 10 13,19.2,02 56 04.38 +00 56 01.0,Ia
2012 10 20,16.7,02 30 52.04 +22 28 45.9,Ia
2012 09 19,16.5,16 15 44.86 +31 57 47.7,IIP
2012 10 10,18.0,05 21 25.93 -16 52 55.9,IIP
2012 10 18,15.1,10 43 34.05 +24 53 29.0,Ib/c
2012 10 07,14.5,09 24 37.95 +49 21 32.0,IIP
2012 08 21,19.2,23 05 48.71 +14 19 56.4,Ia
2012 09 26,17.6,17 43 12.18 +36 46 02.5,Ia-p
2012 09 22,15.2,05 58 51.93 -23 20 24.2,Ia
2012 09 20,17.2,23 10 12.71 +30 34 42.6,IIP
2012 09 17,17.0,01 50 51.2  +33 08 25.4,Ia
2012 09 14,23.4,03 34 59.02 -27 51 55.4,Ia
2012 09 08,23.2,03 35 16.37 -27 29 49.2,Ia
2012 09 16,18.6,02 24 50.64 +16 10 54.3,II
2012 09 16,17.5,01 18 45.97 +14 59 40.2,Ib
2012 09 12,18.5,02 45 28.41 -62 07 21.4,IIp
2012 09 05,17.8,22 03 02.99 -22 31 01.0,Ia
2012 08 27,17.3,03 13 04.16 -08 23 31.7,Ia
2012 09 12,16.9,23 42 38.82 +27 05 31.5,Ia
2012 08 12,16.3,14 24 29.11 -16 45 39.2,IIb
2012 08 21,16.0,17 31 52.66 +71 50 12.0,Ia
2012 08 27,15.4,01 00 14.37 -30 48 30.9,Ia
2012 08 28,18.9,23 16 22.09 +24 15 18.6,Ia
2012 08 27,17.2,22 14 37.82 +32 57 18.7,Ia
2012 09 09,17.8,04 07 25.28 +01 45 33.3,Ia
2012 09 09,18.3,22 44 01.66 +15 51 49.3,Ia-p
2012 08 18,17.2,15 39 57.22 -30 33 19.2,Ia
2012 08 18,17.8,18 40 28.84 +36 07 17.4,Ib
2012 08 22,16.2,06 26 51.01 +59 05 02.6,Ic
2012 08 22,14.7,14 24 05.71 +33 02 56.5,Ia
2012 08 20,18.4,01 27 31.45 +14 49 05.8,IIP
2012 08 18,17.7,03 09 16.97 +38 38 20.7,IIP
2012 08 18,18.1,23 50 19.25 +16 37 56.2,Ia
2012 08 13,16.4,20 45 15.28 -05 37 22.1,Ia
2012 08 13,17.6,15 39 36.45 -02 41 00.7,II
2012 08 11,14.5,02 45 59.88 -07 34 27.0,IIP
2012 07 14,18.6,23 41 38.05 -46 11 03,I
2012 08 08,16.8,17 45 10.40 +18 08 26.8,Ia
2012 08 08,16.5,18 18 56.20 +23 39 37.0,Ia
2012 08 03,15.6,21 18 50.70 -57 38 42.5,II
2012 07 26,16.9,19 17 17.35 +33 25 48.7,Ib
2012 07 23,17.5,21 22 35.28 -33 33 54.6,Ia
2012 07 18,18.2,21 48 30.29 -12 50 21.3,Ia
2012 06 30,15.3,21 49 16.32 -60 42 42.6,IIp
2012 07 17,18.1,00 56 38.88 -09 54 09.1,IIP
2012 07 16,17.4,16 23 45.92 +09 47 12.3,Ia
2012 06 18,18.7,13 33 49.61 +26 08 07.0,Ia
2012 07 09,15.4,07 54 55.48 +72 36 34.6,Ia
2012 06 16,19.5,16 00 35.09 +15 41 04.3,Ib
2012 06 20,17.5,13 56 35.28 +04 46 52.3,Ia
2012 07 08,16.3,20 23 36.26 -28 16 43.4,Ia
2012 06 27,19.5,14 13 46.13 +52 13 17.3,Ia
2012 06 06,16.3,19 12 08.21 -32 07 37.0,Ia
2012 06 26,14.4,00 13 56.30 -70 01 40.7,Ia
2012 07 01,15.3,23 14 47.98 -43 36 22.3,Ib/c
2012 06 14,18.1,14 08 06.69 +58 03 07.7,Ia
2012 06 26,13.5,13 11 09.04 -28 00 33.1,IIb
2012 06 26,17.2,18 18 18.80 +47 41 54.2,Ia
2012 06 27,18.6,17 48 18.75 +52 18 02.3,Ia
2012 06 25,18.5,22 15 05.32 +10 18 12.6,Ia
2012 06 05,17.6,10 57 16.46 +28 32 21.7,Ia
2012 06 20,18.6,15 38 17.95 +25 44 17.3,Ia
2012 06 24,14.6,17 48 48.63 -60 42 19.0,Ia
2012 06 18,16.8,13 02 33.66 +27 26 11.3,Ia
2012 05 25,18.9,15 57 46.36 +16 22 27.4,IIn
2012 06 14,16.8,10 55 21.80 +07 41 50.4,Ia
2012 06 15,17.3,17 10 05.86 +42 22 23.5,Ia
2012 06 14,16.5,10 13 47.95 +03 26 02.6,Ic
2012 06 07,16.3,09 58 28.91 -10 53 12.4,Ia
2012 06 14,16.3,12 53 29.35 +02 09 39.0,Ia
2012 05 22,18.0,16 32 13.92 +38 39 25.1,II
2012 06 01,18.0,15 31 57.66 +68 14 42.1,IIb
2012 05 25,18.3,12 42 24.45 -07 02 57.6,II
2012 05 13,18.2,09 08 05.46 +20 30 12.5,IIn
2012 05 23,16.1,13 47 01.68 +33 53 36.0,Ia
2012 05 03,17.3,21 44 08.52 +46 14 51.1,Ia
2012 05 14,18.2,12 08 24.46 +62 56 24.0,Ia
2012 05 13,16.8,09 10 05.45 +20 12 45.1,Ia
2012 05 10,16.0,10 14 50.93 -43 37 48.8,IIP
2012 05 19,17.9,19 19 27.93 +44 14 50.9,II?
2012 05 18,17.6,13 28 43.43 -48 54 35.6,IIP
2012 05 16,17.6,14 38 23.48 +23 20 55.1,Ia
2012 05 17,16.4,15 06 02.54 +41 25 32.7,IIP
2012 05 17,16.9,12 27 12.83 +09 25 13.2,Ia
2012 05 14,17.3,13 41 10.49 +30 22 37.2,Ia
2012 05 14,16.6,11 13 49.46 -29 55 32.0,Ia
2012 05 06,15.1,13 22 35.25 +54 48 47.7,IIb
2012 04 29,18.2,12 26 56.81 +15 02 45.5,II
2012 04 27,17.5,05 28 17.95 +76 39 55.9,IIP
2012 04 25,14.8,18 41 07.25 -41 47 38.4,IIn
2012 04 22,21.3,09 07 38.38 +14 01 07.5,Ib/c
2012 04 25,17.6,13 15 28.90 +62 07 47.8,II
2012 04 11,17.1,11 44 29.41 +07 03 46.3,Ia
2012 03 22,19.0,16 12 56.09 +32 30 42.3,Ic
2012 04 08,15.7,19 21 30.36 +61 08 12.0,II
2012 01 16,18.4,10 52 56.53 -32 56 07.7,IIP
2012 03 07,16.5,18 08 13.05 -62 23 54.2,Ic
2012 03 28,18.1,15 23 01.70 +07 11 41.2,Ia
2012 03 28,17.8,12 24 17.02 +18 55 29.3,IIP
2012 03 30,17.6,10 16 38.65 -06 46 36.2,IIn
2012 03 24,15.5,16 18 12.44 +36 28 52.8,Ia
2012 03 27,16.4,12 50 45.23 -14 16 08.5,Ia
2012 03 27,17.9,15 41 13.44 +15 34 22.2,II
2012 03 27,17.1,13 05 45.66 +46 27 52.9,Ia
2012 03 26,15.4,20 23 55.28 -48 21 17.3,Ia
2012 03 25,16.8,13 54 51.69 -26 30 46.4,Ib
2012 03 15,20.0,08 43 32.32 +32 00 17.2,Ia-p
2012 03 21,16.0,12 13 00.23 +25 16 57.4,Ia
2012 03 11,22.8,12 13 37.31 +46 29 00.5,Ia
2012 02 19,18.3,11 29 11.20 +36 00 20.6,IIP
2012 02 10,18.5,15 13 41.81 +16 06 06.6,Ia
2012 02 21,18.0,11 20 52.36 +51 32 30.2,Ia
2012 03 14,18.1,16 31 05.47 +61 55 48.4,IIP
2012 02 03,17.8,10 58 14.99 -46 34 31.5,Ia
2012 02 02,15.9,12 19 51.97 -36 27 26.1,IIP
2012 01 21,16.6,15 22 25.12 -38 12 04.2,Ic
2012 03 13,17.4,03 08 52.09 +17 18 03.2,Ia
2012 02 24,18.1,09 43 25.71 -06 53 35.9,Ia
2012 02 18,18.4,11 11 58.35 +29 42 05.5,Ia
2012 03 16,15.0,10 43 53.76 +11 40 17.9,IIP
2012 03 16,17.5,15 46 17.51 +10 45 34.5,II
2012 03 14,13.8,12 54 52.18 -10 14 50.2,Ib
2012 02 06,17.7,04 54 52.81 -37 19 16.1,Ic
2012 02 17,17.9,15 25 08.52 +37 57 49.4,IIn
2012 03 01,16.6,16 20 36.02 -10 27 38.3,Ia
2012 02 24,17.7,14 54 05.13 +22 05 40.6,Ia
2012 02 10,17.3,05 00 13.72 -03 20 51.2,Ic
2012 02 25,19.8,15 16 42.88 -14 38 38.1,Ia
2012 02 21,17.4,17 24 10.23 +59 00 06.9,IIb
2012 02 24,17.6,10 54 01.67 +46 01 38.9,IIn
2012 02 24,18.1,10 06 11.61 +47 17 40.6,IIn
2012 02 21,17.7,10 01 27.20 +36 40 12.0,II
2012 02 21,16.9,16 27 03.96 +51 36 49.8,Ia
2012 02 20,18.3,09 07 58.83 +41 42 19.9,II
2012 02 21,14.8,23 25 59.63 -81 54 33.3,Ia
2012 02 16,16.6,13 41 27.66 -32 00 01.0,Ia
2012 02 11,16.7,15 00 30.87 +23 55 45.1,Ia
2012 02 13,18.4,08 58 55.88 +23 03 42.4,Ia
2012 01 26,17.9,06 38 45.07 +67 20 22.4,Ia
2012 02 11,18.6,03 34 33.42 +18 04 40.3,Ia
2012 01 31,15.8,12 22 47.6  +05 36 25.0,IIn
2012 01 29,17.7,14 52 33.48 -03 31 54.0,Ic?
2012 01 29,17.6,03 22 05.35 -15 23 15.6,Ia-p
2012 01 26,18.2,04 50 27.83 -03 29 24.5,IIn
2012 01 29,17.9,11 29 20.8  +53 00 41.2,Ia
2012 01 26,16.6,00 50 08.95 -05 11 17.5,II
2012 01 25,16.1,19 47 10.32 +59 54 59.9,Ia
2012 01 20,14.9,02 06 04.33 -55 11 37.5,Ia
2012 01 26,17.4,14 01 41.69 +33 49 33.9,Ia-p
2012 01 26,17.2,01 49 47.70 +31 44 49.6,IIP
2012 01 05,17.2,14 21 14.21 -36 13 10.7,II
2012 01 14,17.0,06 46 26.64 -36 53 13.4,Ic
2012 01 22,15.0,14 59 59.12 +01 53 24.4,Ib/c
2012 01 18,15.5,13 00 39.99 +27 55 24.4,Ia
2012 01 21,16.5,14 35 44.63 +24 43 41.5,Ia
2012 01 20,17.0,14 56 59.85 +24 35 59.5,Ia
2012 01 13,18.7,07 59 00.47 +27 09 57.1,Ia
2012 01 08,16.0,00 34 30.79 +30 24 06.3,II
2012 01 02,16.8,14 56 23.64 -37 36 18.0,Ic
2012 01 18,16.3,02 58 27.83 +06 11 25.3,Ia
2012 01 10,16.7,05 20 14.94 -25 18 56.3,Ia
2012 01 14,16.5,12 39 35.10 +16 35 11.9,Ia
2012 01 04,17.8,00 33 19.54 +03 48 17.4,Ib
2012 01 14,16.5,02 33 22.79 +09 35 05.6,Ia
2012 01 13,18.0,12 58 37.11 +27 10 25.2,IIP
2012 01 04,16.8,09 37 30.48 +32 50 31.5,Ic
2012 01 08,17.2,03 51 34.52 +37 04 42.7,Ia
2012 01 07,14.6,10 25 07.39 +17 09 14.6,II
2011 12 09,17.0,00 57 22.64 -46 48 03.6,I?
2011 01 25,17.4,05 07 37.90 +07 15 25.1,Ia
2011 01 23,16.7,05 11 21.23 -25 53 05.9,Ia
2011 06 01,19.0,16 10 30.55 +27 30 00.5,II
2011 06 07,18.5,22 03 15.14 +00 34 25.3,II
2011 12 21,19.1,01 39 45.51 +29 55 27.0,Ic
2011 12 30,18.6,14 36 57.53 +16 30 56.6,Ic
2011 04 25,17.6,13 50 57.79 +26 16 42.2,Ic
2011 12 29,19.7,12 14 55.42 -04 25 07.6,Ia
2011 12 28,17.6,10 35 51.00 +41 09 59.4,Ia
2011 12 16,16.8,07 21 14.28 -62 05 30.8,II-P
2011 12 29,16.1,05 14 28.26 -62 10 19.0,Ia
2011 11 25,18.3,04 46 41.83 -62 28 02.0,II-P
2011 12 30,16.5,10 53 57.03 +23 22 34.5,II
2011 12 29,18.0,10 29 08.76 +46 04 57.6,Ia
2011 12 27,19.3,10 47 41.70 +02 18 15.4,Ia
2011 12 27,18.8,04 48 02.55 -04 08 22.6,Ia
2011 12 25,19.2,08 10 43.55 +40 25 29.6,Ia
2011 12 31,17.0,14 53 23.01 +02 57 43.1,Ia
2011 12 31,17.7,02 48 04.96 -13 57 51.1,II
2011 12 25,17.2,07 06 39.92 +23 53 37.0,Ia
2011 12 27,18.4,05 16 41.55 +06 29 30.2,Ia-p
2011 12 27,15.5,02 58 07.60 -10 21 54.1,IIP
2011 12 22,18.0,00 08 34.57 -33 51 14.8,IIP
2011 12 26,17.0,12 57 14.79 -17 24 00.5,Ia
2011 12 24,14.8,12 54 51.10 +02 39 14.9,Ic
2011 11 27,15.0,10 43 02.95 -36 21 52.4,Ic
2011 11 27,19.2,07 25 43.05 +20 06 21.7,IIP
2011 12 01,19.8,01 26 31.80 +31 37 02.6,IIP
2011 11 28,18.5,09 08 21.16 +16 33 37.1,Ia
2011 12 22,16.7,12 47 14.42 -10 03 47.3,Ia
2011 12 17,18.5,16 17 18.87 +59 19 29.8,IIb
2011 12 22,18.5,02 38 54.61 +27 50 48.7,Ib/c
2011 11 27,18.4,04 05 53.76 +13 28 12.9,II-p
2011 11 19,18.3,00 22 54.27 +13 52 22.4,Ia
2011 11 30,18.9,03 38 34.39 +22 32 59.5,IIn
2011 11 28,17.8,11 37 04.80 +15 28 14.2,IIn
2011 12 18,14.0,13 05 11.12 -49 31 27.0,IIP
2011 11 30,17.6,03 21 36.48 +22 33 46.1,Ia
2011 12 09,12.7,13 08 58.39 -15 31 04.1,Ia
2011 07 31,18.0,01 26 34.69 +31 37 03.6,II
2011 11 29,16.9,23 34 48.20 +24 45 01.6,IIn
2011 12 02,12.8,03 38 51.35 -35 35 32.0,Ia
2011 11 25,17.2,23 51 02.28 +46 43 21.7,Ia
2011 11 27,16.9,22 02 44.45 +31 41 49.1,Ic
2011 11 21,17.0,14 01 47.16 +09 29 48.8,Ia
2011 11 21,16.1,11 48 00.32 +04 29 47.1,II
2011 10 29,18.3,02 48 49.60 -08 04 30.0,Ia
2011 11 20,17.8,01 13 47.59 -12 41 06.0,Ic
2011 11 27,16.2,23 02 47.60 +08 48 09.8,Ia
2011 11 10,16.1,09 42 11.36 +04 40 23.1,II
2011 11 26,18.5,22 44 25.23 -00 10 01.7,Ia
2011 11 20,17.0,07 35 08.62 +19 11 26.1,Ia
2011 11 24,17.9,02 25 04.09 +22 12 51.9,Ia
2011 11 18,18.7,06 58 07.68 +37 13 11.7,Ia
2011 11 15,17.6,07 16 34.08 -38 29 03.8,Ib
2011 11 19,19.5,02 18 27.82 +05 33 16.5,II
2011 11 17,16.9,01 05 54.65 -12 20 48.6,Ia
2011 10 31,18.5,10 06 11.04 +25 09 01.5,II
2011 11 17,17.0,23 00 54.71 +18 50 32.3,Ia
2011 11 01,18.2,02 57 40.49 -51 02 28.1,Ia
2011 11 18,16.0,10 15 33.21 -20 34 06.0,Ia
2011 11 15,16.8,11 44 39.27 +35 58 03.9,IIn
2011 11 18,16.2,09 45 03.55 +64 15 36.6,Ia
2011 11 03,18.2,08 52 34.24 +55 15 14.2,Ia
2011 11 16,17.3,04 45 05.26 +72 47 02.6,II
2011 11 01,18.3,02 32 07.96 +41 05 00.5,II
2011 11 18,15.7,22 26 14.54 +34 12 59.1,IIn
2011 11 17,18.1,23 18 16.55 +00 15 43.1,Ia
2011 11 06,17.4,06 33 40.85 -34 16 26.7,Ia-p
2011 09 29,17.0,10 08 10.59 +51 50 57.0,IIn
2011 11 12,15.5,22 57 11.77 -43 23 04.8,IIb
2011 11 08,16.9,08 54 46.03 +39 32 16.1,Ia
2011 11 01,18.3,05 00 56.13 -13 24 57.9,Ia
2011 11 03,15.7,12 16 25.47 -43 19 46.9,Ic
2011 10 28,18.7,11 44 12.95 +33 30 58.1,Ia
2011 10 03,17.8,09 03 17.45 +30 35 36.4,IIP
2011 10 27,18.8,02 02 13.38 -06 05 01.6,II
2011 09 26,19.4,00 01 55.69 +06 52 35.9,Ia
2011 10 31,16.2,02 18 45.79 -06 38 30.1,Ia
2011 10 26,17.9,18 32 22.32 +66 53 46.6,IIP
2011 02 11,17.9,13 20 35.39 +34 08 21.7,II?
2011 10 26,16.9,02 57 04.61 +49 47 43.3,Ia
2011 10 28,18.3,23 11 48.73 +31 00 59.3,II
2011 10 17,17.7,22 16 51.14 -03 15 55.0,Ia
2011 10 20,18.1,22 36 46.72 +20 21 31.2,Ia
2011 10 24,15.9,09 58 48.30 +34 47 03.3,Ia
2011 10 23,16.5,20 12 10.07 -11 21 57.7,Ia
2011 10 24,18.8,23 27 55.51 +08 46 45.7,Ia
2011 09 30,18.5,03 57 40.87 +10 09 55.2,Ia
2011 10 03,15.9,00 37 46.27 -33 39 51.4,Ia
2011 10 22,15.8,03 29 35.30 +40 52 03.4,Ia
2011 10 03,18.3,05 06 05.76 -45 03 00.3,IIP
2011 09 15,17.4,07 28 17.02 -62 21 18.9,Ib/c
2011 10 19,14.5,19 54 21.42 -58 42 39.0,IIP
2011 10 14,18.0,23 06 02.80 +34 06 36.7,Ia
2011 09 26,16.0,19 56 48.26 -37 19 37.5,Ia
2011 09 23,17.4,04 21 09.99 +13 28 04.4,Ia
2011 09 18,18.3,00 20 45.98 +06 56 05.2,Ia
2011 09 26,19.2,21 42 28.44 -16 06 30.5,Ia
2011 09 30,18.4,04 39 08.04 +11 31 51.6,II
2011 09 30,18.1,06 55 51.00 +40 41 46.6,II
2011 09 30,18.0,07 06 28.29 +77 52 31.8,Ia
2011 09 21,15.8,01 38 54.59 -42 35 08.8,Ia
2011 09 23,18.2,05 01 43.07 -15 23 24.7,Ia
2011 09 06,18.0,02 02 19.02 +19 39 39.6,Ia
2011 09 07,17.5,01 19 24.15 +12 26 17.1,Ia
2011 09 21,18.2,00 32 43.00 +26 06 51.6,Ia
2011 09 19,18.3,07 32 14.94 +25 54 14.6,Ib/c
2011 09 20,17.6,00 46 21.08 -09 09 27.7,Ia
2011 09 18,16.6,21 12 24.27 -07 48 52.1,Ia
2011 09 21,19.5,18 29 40.90 +23 04 01.0,II
2011 08 28,18.7,16 34 25.67 +21 32 28.4,Ib
2011 06 27,17.8,18 12 19.21 +21 31 15.2,IIP
2011 09 24,16.1,01 33 42.94 +34 48 37.1,Ia
2011 09 18,17.3,22 40 27.42 +03 11 58.0,Ia
2011 09 18,16.6,22 58 20.30 +02 17 29.9,Ib/c
2011 09 17,17.6,18 39 53.93 +40 01 43.7,IIP
2011 08 30,17.6,00 17 59.56 +24 33 46.0,IIn
2011 09 23,17.2,03 20 54.24 +37 52 05.3,Ia
2011 08 26,18.2,01 18 07.80 +17 33 29.8,II
2011 09 21,15.8,02 08 21.41 +41 29 12.3,II
2011 08 30,17.1,17 52 42.98 +29 04 10.6,Ib
2011 09 15,16.8,22 17 19.52 +35 34 50.0,Ia
2011 09 01,18.8,01 29 45.8  +18 53 07.2,IIn
2011 08 22,17.9,00 41 51.40 +32 59 23.4,II-P
2011 08 29,17.9,00 15 25.61 +17 19 11.9,Ia
2011 09 01,16.9,20 30 15.88 -34 48 32.5,II
2011 06 29,17.9,06 48 34.96 -64 15 54.5,I
2011 08 22,16.4,19 06 50.17 -61 41 57.7,Ia
2011 08 22,18.1,00 47 19.93 +27 49 35.5,Ib
2011 08 29,16.6,00 54 42.06 +36 45 51.4,Ia
2011 08 28,16.6,20 13 55.16 -01 09 22.2,II
2011 08 27,17.8,05 32 52.79 -14 05 17.0,II
2011 08 24,14.5,12 56 14.01 -29 29 54.8,IIn
2011 08 20,16.6,23 23 20.59 +16 47 41.3,Ia-p
2011 08 22,16.8,22 45 02.28 +34 00 15.0,Ia
2011 08 24,17.2,14 03 05.81 +54 16 25.4,Ia
2011 08 20,15.0,06 46 39.85 +60 21 02.8,IIP
2011 07 11,17.9,23 01 36.38 +32 20 06.9,Ia
2011 06 28,18.9,16 19 30.48 -05 59 07.7,IIP
2011 06 25,20.1,00 35 43.57 +02 58 55.1,IIP
2011 06 24,18.9,12 42 42.43 +00 33 54.0,Ia
2011 06 23,18.4,13 19 19.12 -04 51 05.9,IIn
2011 06 13,17.6,15 48 51.75 +62 57 48.9,Ia
2011 06 11,19.0,15 33 17.58 +27 34 28.0,IIP
2011 06 10,17.6,23 45 31.24 -07 56 46.0,IIP
2011 06 06,18.5,14 09 15.29 -01 10 54.7,IIn
2011 06 02,18.8,15 30 01.40 +24 52 29.1,Ia
2011 05 27,19.9,13 43 54.95 +25 32 52.9,IIP
2011 05 25,18.9,15 49 50.65 +14 49 30.1,Ia
2011 04 29,19.0,21 17 59.27 -02 37 22.8,Ia
2011 04 14,19.0,17 03 41.78 +32 45 52.6,Ic
2011 04 13,17.4,16 42 25.12 +16 49 28.1,IIP
2011 03 25,18.3,11 07 50.56 +18 59 39.1,IIP
2011 08 04,16.8,13 27 13.19 +55 29 17.4,Ia
2011 08 01,17.6,03 00 18.2  +05 49 24.9,Ia
2011 08 04,16.4,02 25 48.89 +18 32 00.0,Ia
2011 07 03,18.8,22 00 42.26 -08 15 42.0,IIP
2011 07 25,18.0,20 34 22.62 -31 58 23.6,IIb
2011 07 20,16.2,11 18 31.54 +57 58 36.8,Ia-p
2011 07 23,17.5,18 42 54.21 +53 02 41.5,IIp
2011 07 18,17.7,23 30 57.02 +15 29 24.3,II
2011 06 27,18.6,23 27 57.34 +08 46 38.1,Ic
2011 03 26,15.5,19 15 34.34 -54 37 39.5,Ia
2011 05 14,17.0,22 41 37.57 -57 36 08.8,Ia
2011 07 09,15.2,01 57 36.58 -57 48 00.8,Ia
2011 07 01,19.2,12 27 36.38 +04 09 49.5,Ia
2011 06 26,16.4,16 12 44.82 +28 17 03.2,Ia
2011 06 28,16.8,23 29 20.13 +03 23 08.6,II
2011 06 27,16.5,03 37 05.61 -05 01 56.3,Ia
2011 06 24,17.5,16 31 39.45 +41 29 22.9,II?
2011 06 28,16.2,16 12 04.62 +14 12 33.2,Ia
2011 06 23,18.8,18 56 42.06 +36 38 10.7,II
2011 06 08,18.6,14 24 36.12 +35 16 38.7,II
2011 05 13,16.6,20 02 20.93 -20 13 13.4,II
2011 05 25,17.8,20 06 20.26 -42 45 58.1,IIP
2011 05 15,16.3,00 59 47.75 -07 34 20.5,II
2011 06 02,16.1,01 45 24.77 -03 49 35.3,Ia
2011 06 11,14.8,04 25 47.56 -67 48 40.7,Ia
2011 06 21,16.8,19 58 35.53 +02 36 16.3,Ia
2011 06 15,18.8,21 56 41.59 +73 17 48.9,Ia
2011 06 17,16.9,16 18 04.97 +21 33 04.0,Ia
2011 06 12,16.5,21 00 42.20 +17 48 22.0,II
2011 06 04,15.8,13 07 06.69 -01 10 44.0,Ia
2011 05 13,17.5,18 43 59.06 -61 59 46.3,Ia
2011 06 01,14.0,13 30 05.12 +47 10 10.8,IIP
2011 05 18,17.0,15 05 09.10 -43 30 46.2,IIP
2011 05 21,17.6,19 27 33.64 +54 23 11.3,Ia
2011 05 22,16.7,15 43 53.25 +67 45 42.5,Ia
2011 05 15,15.8,10 16 09.65 -15 47 35.1,IIP
2011 05 14,17.0,14 58 56.51 +65 54 08.3,I?
2011 05 12,17.4,13 49 05.90 +17 14 00.5,II
2011 05 04,19.2,12 22 27.91 +37 49 39.5,IIP
2011 05 04,19.2,12 11 24.09 +37 25 52.5,IIP
2011 05 07,20.0,14 58 37.10 +02 20 59.1,Ia
